商品ID,用户ID,会员等级,总打分数,总回复数,购买时间,评论时间,评论天数间隔,打分,商品名称,评论内容
100008847233 ,17433474155,201,1,2,2022/4/23 23:38,2022/5/1 11:36,8,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,收到货三天了，安装师傅态度极差，语气粗俗，约好的时间不守时，到现在没拆箱，也看不到货物的是否完好，没法好评，大过节的买了一肚子气
100008847233 ,17734043082,201,3,4,2022/5/31 20:36,2022/7/3 22:34,33,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,用了不到一个月，外机不转了，然后重启就不启动了，垃圾玩意。趁早，这个故障率
100008847233 ,16574476543,201,8,1,2021/10/30 19:38,2021/11/4 16:51,5,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,必须差评，态度差！尾款不能整点付，无法完成订单，欺诈消费者参加活动。京东客服和海信客服都差，我必须打12315投诉，这个问题不给我满意的回复，我会一直打12315投诉。
100008847233 ,17602332817,103,1,3,2022/6/4 20:06,2022/6/8 15:42,4,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,实物和图片有差距，图片上看着好看，实物的空调就像站在塑料盆上一样，很难看，图片上玫瑰金色的地方看着是一样的，实物只有最上面的能看过去，下面直接不一样，太low了，早知道是这样的才不买
100008847233 ,17899834307,201,1,1,2022/6/1 7:21,2022/8/11 19:46,71,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,本人属于偏爱海信，这几年也在京东购买了不少台海信，这次有点失望，区区三十几块钱的漏电保护器，使我这个属于对海信情有独钟的思想有点改变，不想再为亲戚朋友推销，安装工程师上门安装服务把这三匹空调改装一个插头直接插入我那个10A不理想的插座，本人觉得带来很多安全隐患，直接跟工程师反馈三匹以上的空调应该合理安装漏电保护器，师傅告知我他自己没有，我说补费用给你，他告知我可以去厂商那边申请一个，第二次电话联系，厂商答应了，说叫师傅带给我，之后一个星期无音信，再次打厂商电话已经反悔了，说没有这回事，可笑？这种态度谈何售后，以后能带给消费者什么样的售后服务？
100008847233 ,15132957840,103,1,1,2020/12/31 12:48,2021/1/4 11:31,4,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,物流公司不守信用，等了一天才送货，过程也不及时沟通。
100008847233 ,16002633586,201,0,1,2021/7/17 0:03,2021/7/18 15:37,1,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,垃圾，非我我现场确认评价
100008847233 ,17653552561,0,0,1,2022/6/5 12:27,2022/6/18 13:39,13,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,@的，说保价618结果买了到618又不退差价
100008847233 ,17891163548,0,0,1,2022/8/4 22:38,2022/8/9 16:24,5,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,太垃圾了，选的时候还是去别的家看看吧，就同样的型号比人家贵二百，还不送东西，我买了真**后悔了，客服还**这态度，请大家涨涨教训，以后还是多选选比较比较，别在这被坑了
100008847233 ,17910949268,201,0,2,2022/8/9 23:22,2022/8/14 13:04,5,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,没被活活气死，差评
100008847233 ,15834751714,0,4,3,2021/6/1 12:06,2021/6/19 18:03,18,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,千万别买海信，售后不是一般的差，买回来三周空调都没人来装，预约两次师傅都放了鸽子。师傅不来也没给个信息或电话回应，现在空调还放大厅等发霉，真是有意思，还大品牌呢，就这种效率
100008847233 ,15257389311,103,3,2,2021/1/25 0:03,2021/1/27 17:58,2,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,说实话海信这家店服务真的很差，说几点吧，1、空调送到后，我联系该店安装时间，客服叫我自己预约，要不就等着京东师傅联系我，并且发了一堆要收费的明细表，我告诉客服这款机是免费安装，能帮忙跟下安装后续么，客服说要自己联系，她不负责。2、我说把普通架子换成不锈钢，下单前商家客服说没问题，补差价就行，我说没问题，今天到要安装的时候，那位客服说要收全款*元，前后不一，真不知是一开始就忽悠还是如何。海信空调在网上评论的不多，但本着对他们最早做变频空调的信任，我选择了，但这种售后真是无语，空调尚还未使用，等明天京东的师傅安装后再后续评论，但这家店真的不会再光顾了，大家购买前还是了解下品牌的服务才好
100008847233 ,17782343232,103,0,1,2022/7/3 15:59,2022/7/15 17:24,12,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"售后安装极差，海信在线预约好的时间，师傅接单了，不在约定好时间安装。要不是今天打电话核实下，还不知道等到什么时候。
送货安装：太差劲了"
100008847233 ,17780084625,0,0,3,2022/7/9 7:26,2022/7/15 10:01,6,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,服务态度不好
100008847233 ,17687312172,0,0,1,2022/6/1 16:00,2022/6/23 22:33,22,1,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,第一次使用京东购买，话说京东没有想象那么好，而且价格比~，~贵很多，建议一样的货可以全网搜***！京东第一次用，也不会再用了！购买的这款是同号套壳京东专卖型号，价格虚高很多慎拍！
100008847233 ,16685625017,201,0,0,2021/11/1 22:10,2021/11/19 13:45,18,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,东西很喜欢，质量也很好的，这个价格能买到是真的很划算?超级好用！还很美观！墙裂推荐！有需要再回购！物流满分?，包装快递满分?，配送员态度满分?，购物让人开心，吃土使我快乐~?????????趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！质量非常好，非常满意的一次购物。客服有问必答，非常专业
100008847233 ,15916637093,201,1,3,2021/6/27 11:21,2021/7/3 14:00,6,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调很高大约185！制冷速度很快！非常凉爽舒适！操作简单方便，遥控器清楚易懂！玫瑰金颜色好看大气！过滤网清洗方便，到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物！刚好做活动，价格便宜了很多，性价比超高，真的特别划算！收货当天晚上安装师傅就联系第二天安装，非常赞??在京东买东西就是好??
100008847233 ,16642918331,201,0,1,2021/11/10 20:04,2021/11/14 18:02,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"外形外观：很好看，大气
冷暖效果：制热效果很不错
静音效果：没什么声音
节能省电：一级能耗"
100008847233 ,16598484662,103,0,0,2021/10/29 10:05,2021/11/8 12:08,10,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"外形外观：好的好的非常不错
冷暖效果：好的可以效果不错
静音效果：好的东西不错
节能省电：好的可以后期再来评论
产品特色：好的可以啊
送货安装：好的可以"
100008847233 ,17240053497,203,0,0,2022/3/10 15:27,2022/3/11 22:17,1,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"外形外观：外观很精美
冷暖效果：效果超给力
静音效果：超静音
节能省电：一级能效
产品特色：外观美美哒，超静音"
100008847233 ,17067121944,201,0,0,2022/1/14 19:42,2022/1/28 13:53,14,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"外形外观：圆柱形的
冷暖效果：特别好
静音效果：没有一点杂音
节能省电：省电
产品特色：特别好，并且外观漂亮
送货安装：特别快"
100008847233 ,17373787070,0,1,0,2022/4/14 22:15,2022/4/16 17:25,2,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"外形外观：冲颜值去的，如下图。我不喜欢全白，加点玫瑰金很好看，和我家的客厅也很搭，显得很大气～
静音效果：试了一会儿，在客厅根本听不到外机的声音，就刚开始的时候会有，但是之后完全是静音的效果～
节能省电：这种是变频的，反正主打是省电的，我感觉现在空调新一级能效都差不多
产品特色：制冷蛮快的，反正第一次用海信，也是朋友说挺好用的 性价比高，价格是真不贵～
送货安装：速度快，一天就收到，上门安装师傅很负责，新房安装没有加收任何费用。
总之，挺满意的。"
100008847233 ,16658194995,201,0,1,2021/11/6 18:08,2021/11/16 11:38,10,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,这款空调颜值不错，制冷效果很好。有点噪音，使用一会儿后就好了，应该不会有什么大问题。节能省电还是不错的，加上搞活动时入手价格合适性价比很高，总之这款空调还是不错的选择，值得购买！
100008847233 ,16052535222,0,0,1,2021/7/25 22:40,2021/7/28 21:04,3,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,尺寸刚刚好，质量也非常好，店家的包装太用心了，值得推荐！细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！价格实惠，质量杠杠的，非常好的一次购物，下次还来真的好喜欢，客服态度也挺好的，值！以后有需要还会来买真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！非常好，宝贝很高大上，质量很好，看上去就给人一种高级感，价格也合适，这次网购很愉快，大赞??大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！?赶上做活动的时候买的，这个价格一分钱一分货??，从外观看很美?，材质做工都不错?，感觉买值了，还有物流超级快，点赞！
100008847233 ,17091475284,203,0,1,2022/1/24 16:04,2022/2/5 15:22,12,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,外观大气，美观，价格美丽，性价比高，节能省电，冷暖效果都好，安装师傅态度很好！
100008847233 ,17971851023,201,0,0,2022/8/23 9:16,2022/8/27 11:35,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,高空作业费100，空气开关90，不锈钢空调架子150，安装空调的师傅认真的在调试，空调一开，客厅马上凉下来了，为海信空调点赞?
100008847233 ,17971084436,201,0,0,2022/8/24 0:02,2022/8/27 8:17,3,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,第二次买柜机，还是选择的海信，产品质量很好，性价比高，还是一级能效。
100008847233 ,17968202738,0,0,0,2022/8/23 19:44,2022/8/26 16:16,3,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17962578444,103,0,0,2022/8/24 11:51,2022/8/25 13:53,1,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17959144968,0,0,1,2022/8/22 20:24,2022/8/24 19:41,2,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,安装师傅服务及时，态度很好，大热天的辛苦了
100008847233 ,17952961594,201,0,1,2022/6/1 21:14,2022/8/23 17:09,83,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,制冷快，静音效果好。
100008847233 ,17948289827,201,0,1,2022/8/7 23:14,2022/8/22 19:23,15,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,海信空调，家乡品牌，价格目前比美的的更有优惠！安装速度也快，目前都在简配，用起来还是很不错的！制冷效果杠杠的！感谢京东！
100008847233 ,17945956958,201,0,1,2022/8/18 18:45,2022/8/22 11:22,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调美观，大气，五星好评
100008847233 ,17944899512,201,0,1,2022/5/31 21:25,2022/8/22 6:41,83,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调挺好的，用这方便外形也很美观
100008847233 ,17940656746,0,0,1,2022/8/14 20:19,2022/8/21 9:18,7,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,送货安装：上门安装及时。。。服务态度很好。。师傅非常棒
100008847233 ,17939310311,0,0,1,2022/8/18 16:57,2022/8/20 22:07,2,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调已装好  服务都很到位
100008847233 ,17938815243,201,0,0,2022/6/17 20:32,2022/8/20 20:13,64,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,性价比很高，漂亮，制冷效果好。
100008847233 ,17938213660,201,0,0,2022/8/15 17:22,2022/8/20 17:48,5,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,送货很快，安装也快，物流很不错，乡村也送到家，包安装！
100008847233 ,17937800089,201,0,0,2022/8/11 19:09,2022/8/20 16:19,9,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"以旧换新，性价比很高！送货速度快，上门安装也很快。装的时候，装个支架150，高空安装费100，空调阀门90。师傅很专业，很快就弄好了。
外形外观：外形很漂亮，一看就很有档次
冷暖效果：制冷效果好，放在厅里，开25度都觉得冷
静音效果：很安静，没噪音"
100008847233 ,17937599951,0,0,0,2022/8/10 21:00,2022/8/20 15:35,10,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,早晚感觉还好点，一到中午感觉吹出来的风不凉，售后太忙说过几天来处理，等待中
100008847233 ,17937360459,201,0,0,2022/8/11 15:39,2022/8/20 14:36,9,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调到货很快，安装师傅也很细心，大热天的，效率也很高！空调制冷效果很好！
100008847233 ,17936664785,201,0,0,2022/8/16 0:55,2022/8/20 11:47,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,配送很快，安装也很快。。。
100008847233 ,17935894161,201,0,0,2022/8/16 21:32,2022/8/20 8:41,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17934241661,201,0,0,2022/8/14 20:36,2022/8/19 20:18,5,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,原来家里柜机就是海信的，用了快20年压缩机坏了，依然选择海信。
100008847233 ,17932861018,201,0,0,2022/8/15 22:05,2022/8/19 14:54,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17931875928,101,0,1,2022/8/9 19:19,2022/8/19 10:56,10,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调收到了 发货很快，第二天就送了，安装也很快，制冷效果很好买空调盖的，大品牌，可以回购的
100008847233 ,17931169467,201,0,1,2022/8/15 14:30,2022/8/19 7:39,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,"京东物流发货速度快，安装人员热情迅速，没有额外收费。
外形外观：整体简洁大方，金色大气。
冷暖效果：制冷速度快，制热还没试。
节能省电：一级能效，应该可以省电。"
100008847233 ,17928910120,201,0,0,2022/8/15 12:35,2022/8/18 17:42,3,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17928763112,201,0,0,2022/8/12 12:23,2022/8/18 17:11,6,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,本人是海信的老客户，早在2007年就购买了海信柜机和挂机，使用了15年，质量好，寿命长！
100008847233 ,17927672710,103,0,0,2022/8/17 10:33,2022/8/18 13:03,1,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17923259156,201,0,1,2022/7/14 10:02,2022/8/17 12:59,34,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,已经用了一个月了，总体非常不错，性价比超高。海信是青岛本地的品牌，本地人肯定也是大力支持的，当地品牌售后也有保障
100008847233 ,17923242812,201,0,0,2022/8/5 13:36,2022/8/17 12:56,12,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,实体店看完，1个星期才能安，网上3天！
100008847233 ,17922638601,201,0,0,2022/8/14 20:21,2022/8/17 10:24,3,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,非常好，师傅服务好，很赞！！！！！！！！
100008847233 ,17920895762,0,0,0,2022/8/14 20:27,2022/8/16 20:14,2,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,此用户未填写评价内容
100008847233 ,17920541240,201,0,1,2022/8/12 20:34,2022/8/16 18:43,4,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,空调颜值不错，昨天到货今天就来安，送货师傅太辛苦了，一个人背两个大空调爬六楼，安装师傅非常专业热情，收费合理，空调一开家里温度瞬间降下来，家里都是海信空调，性价比超高！
100008847233 ,17920092598,0,0,0,2022/8/14 23:33,2022/8/16 16:51,2,5,海信(Hisense) 舒适家 3匹 新一级能效 智能自清洁三匹立式柜机客厅空调 京东小家智能生态 KFR-72LW/A390-X1,你好，上门安装完了
